Ind	Tipo_Diente	MD	BL	MDCu	BLCu	Sexo	Edad
1	1II	5.11	5.69	3.42	5.28	M	16
1	2II	5.78	6.09	3.99	5.84	M	16
1	CI	6.73	7.31	5.55	7.09	M	16
1	1PMI	6.74	7.7	4.82	6.58	M	16
1	2PMI	6.39	7.11	4.51	6.13	M	16
1	1MI	10.91	9.9	9.14	8.62	M	16
1	2MI	10.87	9.46	9.27	9.71	M	16
1	1IS	8.47	6.96	6.08	6.19	M	16
1	2IS	6.65	7.43	6.39	7.2	M	16
1	CS	7.37	8.16	5.84	7.61	M	16
1	1PMS	6.34	8.32	4.52	7.5	M	16
1	2PMS	5.91	7.7	4.26	6.64	M	16
1	1MS	9.86	11.01	8.02	10.32	M	16
1	2MS	9.95	11.18	9.04	10.34	M	16
2	1II	4.92	5.04	3.07	4.69	F	17
2	2II	5.37	5.67	3.61	5.39	F	17
2	CI	5.8	7.11	4.49	6.96	F	17
2	1PMI	6.29	7.1	4.35	6.55	F	17
2	2PMI	6.44	7.22	NA	NA	F	17
2	1MI	10.76	10.43	8.71	9.53	F	17
2	2MI	10.58	9.79	NA	NA	F	17
2	1IS	7.84	6.58	6.19	5.99	F	17
2	2IS	5.51	5.8	4.32	5.1	F	17
2	CS	6.47	7.23	4.81	7.05	F	17
2	1PMS	6.13	8.49	4.35	7.9	F	17
2	2PMS	7.12	9.67	5.78	8.82	F	17
2	1MS	10.6	10.85	8.62	10.39	F	17
2	2MS	9.51	10.74	7.63	11.19	F	17
3	1II	4.68	5.82	3.09	5.52	F	14
3	2II	5.58	6.39	3.71	6	F	14
3	CI	6.1	7.25	4.95	6.89	F	14
3	1PMI	6.57	7.64	5.03	6.78	F	14
3	2PMI	6.63	8.44	5.05	7.35	F	14
3	1MI	10.66	10.21	8.93	9.29	F	14
3	2MI	10.62	9.99	9.62	9.67	F	14
3	1IS	7.67	7.05	5.67	6.36	F	14
3	2IS	5.96	6.22	4.42	6.1	F	14
3	CS	7.1	8.45	5.54	7.36	F	14
3	1PMS	6.62	9.48	4.99	8.52	F	14
3	2PMS	7.04	9.65	5.7	8.89	F	14
3	1MS	9.63	11.03	7.32	10.8	F	14
3	2MS	9.64	11.16	8.28	10.39	F	14
4	1II	5.19	5.93	3.62	5.62	F	17
4	2II	6.05	6.3	6.01	4.51	F	17
4	CI	6.58	7.16	4.75	6.99	F	17
4	1PMI	6.66	7.27	4.92	5.01	F	17
4	2PMI	6.81	7.83	4.76	6.54	F	17
4	1MI	11.16	10.75	9.07	8.71	F	17
4	2MI	10.95	10	8.32	9.55	F	17
4	1IS	NA	NA	NA	NA	F	17
4	2IS	6.35	6.64	4.72	6.02	F	17
4	CS	7.63	7.83	5.55	7.55	F	17
4	1PMS	6.35	8.58	4.48	7.61	F	17
4	2PMS	6.25	9.19	5.1	8.51	F	17
4	1MS	10.26	10.96	8.11	10.19	F	17
4	2MS	9.24	10.95	8.25	9.92	F	17
5	1II	5.26	5.42	3.05	5	M	18
5	2II	5.81	5.94	3.09	5.65	M	18
5	CI	6.01	7	4.69	6.98	M	18
5	1PMI	6.14	7.02	4.48	6.38	M	18
5	2PMI	6.19	6.77	4.52	6.23	M	18
5	1MI	NA	NA	NA	NA	M	18
5	2MI	NA	NA	NA	NA	M	18
5	1IS	7.98	6.88	6.08	6.32	M	18
5	2IS	6.25	5.66	4.57	5.41	M	18
5	CS	6.87	7.78	4.89	7.52	M	18
5	1PMS	6.22	8.2	4.49	7.79	M	18
5	2PMS	5.71	7.39	4.48	7.36	M	18
5	1MS	9.6	10.36	7.59	10.01	M	18
5	2MS	9.2	10.19	7.35	10.2	M	18
6	1II	NA	NA	NA	NA	F	11
6	2II	NA	NA	NA	NA	F	11
6	CI	7.52	7.73	5.33	7.35	F	11
6	1PMI	6.95	8.06	5.18	7.09	F	11
6	2PMI	7.13	8.9	5.29	8.3	F	11
6	1MI	11.66	10.96	9.45	9.87	F	11
6	2MI	10.8	9.96	NA	NA	F	11
6	1IS	8.05	6.58	6.73	5.99	F	11
6	2IS	6.61	5.52	4.87	5.27	F	11
6	CS	7.5	8.03	5.75	7.25	F	11
6	1PMS	6.51	9.4	5.06	8.68	F	11
6	2PMS	6.61	8.81	6.03	8.41	F	11
6	1MS	11.66	10.11	7.8	11.26	F	11
6	2MS	NA	11.54	NA	NA	F	11
7	1II	5.1	6.07	3.48	5.81	M	16
7	2II	5.71	6.3	3.82	6.1	M	16
7	CI	6.14	7.81	5.34	7.88	M	16
7	1PMI	6.59	7.19	4.53	7.06	M	16
7	2PMI	7.18	8.46	NA	NA	M	16
7	1MI	10.83	10.07	8.46	9.42	M	16
7	2MI	10.71	9.42	9.64	9.39	M	16
7	1IS	7.81	7.18	6.21	6.9	M	16
7	2IS	6.02	6.08	4.5	6.04	M	16
7	CS	7.05	8.36	5.24	8.17	M	16
7	1PMS	6.19	8.41	4.52	7.99	M	16
7	2PMS	6.45	9.24	4.79	8.93	M	16
7	1MS	10.1	11.25	7.89	10.85	M	16
7	2MS	9.07	11.3	8.1	11.7	M	16
8	1II	5.72	5.81	3.86	5.23	F	10
8	2II	5.97	6.38	3.9	6.17	F	10
8	CI	6.38	NA	NA	NA	F	10
8	1PMI	6.14	6.76	4.7	NA	F	10
8	2PMI	NA	NA	NA	NA	F	10
8	1MI	10.81	10.41	9.7	9.99	F	10
8	2MI	NA	NA	NA	NA	F	10
8	1IS	8.55	7.16	6.02	6.41	F	10
8	2IS	6.23	5.99	5.02	5.55	F	10
8	CS	6.85	NA	NA	NA	F	10
8	1PMS	6.33	8.35	4.69	7.71	F	10
8	2PMS	6.09	8.81	4.71	7.91	F	10
8	1MS	10.18	11.15	8.12	11.12	F	10
8	2MS	NA	NA	NA	NA	F	10
9	1II	5.23	6.34	4.21	6.23	M	17
9	2II	6.11	6.95	4.03	6.56	M	17
9	CI	6.97	7.92	5.53	7.93	M	17
9	1PMI	6.95	8.06	5.18	7.09	M	17
9	2PMI	7.13	8.9	5.29	8.3	M	17
9	1MI	NA	NA	8.93	9.48	M	17
9	2MI	10.89	10.06	10.34	9.83	M	17
9	1IS	8.38	7.18	7.01	6.79	M	17
9	2IS	7.08	6.6	5.79	6.42	M	17
9	CS	8.04	8.58	5.74	8.61	M	17
9	1PMS	7.47	9.86	5.8	9.33	M	17
9	2PMS	6.97	10.07	4.72	9.68	M	17
9	1MS	10.53	11.2	8.21	10.86	M	17
9	2MS	9.67	11.6	11.54	11.49	M	17
10	1II	5.37	5.77	3.48	5.11	F	12
10	2II	5.88	6.12	3.64	5.8	F	12
10	CI	6.48	7.28	5.25	6.6	F	12
10	1PMI	6.93	7	4.58	6.6	F	12
10	2PMI	NA	7.24	5.35	6.78	F	12
10	1MI	10.5	9.87	8.56	9.14	F	12
10	2MI	10.03	9.32	9.07	NA	F	12
10	1IS	7.88	6.65	6.04	6.42	F	12
10	2IS	6.34	6.19	4.69	5.59	F	12
10	CS	7.34	8.1	5.6	7.33	F	12
10	1PMS	6.39	8.44	5	7.79	F	12
10	2PMS	6.05	8.45	5.88	7.88	F	12
10	1MS	9.6	10.45	7.33	10.32	F	12
10	2MS	8.68	9.68	7.04	9.54	F	12
11	1II	5.55	6.33	4.05	5.76	M	16
11	2II	NA	NA	NA	NA	NA	NA
11	CI	6.83	8.1	5.79	7.86	M	16
11	1PMI	7.62	8.48	5.45	7.5	M	16
11	2PMI	7.15	8.39	5.61	7.4	M	16
11	1MI	11.79	10.89	9.73	9.58	M	16
11	2MI	11.46	10.76	10.4	NA	M	16
11	1IS	9.18	7.72	7.05	6.89	M	16
11	2IS	6.63	6.95	5.18	6.68	M	16
11	CS	7.71	8.63	5.98	8.01	M	16
11	1PMS	7.14	9.68	5.15	8.42	M	16
11	2PMS	6.79	10	5.66	9.4	M	16
11	1MS	10.97	12.02	8.47	11.47	M	16
11	2MS	9.8	12.65	7.58	11.83	M	16
12	1II	5.35	5.65	3.38	5.57	M	16
12	2II	5.57	6.21	3.7	6.05	M	16
12	CI	6.72	7.95	5.67	7.84	M	16
12	1PMI	6.62	7.89	4.8	6.99	M	16
12	2PMI	6.74	8.45	5.46	7.51	M	16
12	1MI	10.54	10.4	9.07	9.45	M	16
12	2MI	11.76	10.39	11	10.1	M	16
12	1IS	NA	NA	NA	NA	M	16
12	2IS	6.39	5.78	5.1	5.56	M	16
12	CS	7.62	8.63	5.87	8.3	M	16
12	1PMS	6.74	9.1	4.93	8.46	M	16
12	2PMS	6.42	9.61	5.3	8.89	M	16
12	1MS	10.14	11.61	8.21	11	M	16
12	2MS	10.31	11.73	8.39	11.5	M	16
13	1II	5.22	5.71	4.16	5.52	F	17
13	2II	6.01	6.13	4.63	5.92	F	17
13	CI	5.76	7.52	5.5	7.06	F	17
13	1PMI	6.86	7.22	5.25	6.35	F	17
13	2PMI	7.39	8.26	5.12	7.24	F	17
13	1MI	9.88	8.92	9.12	8.67	F	17
13	2MI	NA	NA	NA	NA	F	17
13	1IS	8.84	6.7	6.78	6.18	F	17
13	2IS	7.44	6.21	5.54	5.89	F	17
13	CS	7.68	8.01	5.42	7.79	F	17
13	1PMS	6.93	8.36	5.1	7.82	F	17
13	2PMS	6.42	9.03	4.48	7.81	F	17
13	1MS	10.5	10.99	8.01	10.5	F	17
13	2MS	9.78	11.2	7.56	10.72	F	17
14	1II	5.52	6.43	4.02	5.92	M	16
14	2II	6.26	6.79	4.8	6.2	M	16
14	CI	6.7	7.52	5.79	7.77	M	16
14	1PMI	6.98	7.85	5.36	6.86	M	16
14	2PMI	6.63	8.5	5.22	7.46	M	16
14	1MI	11.29	10.43	9.68	9.29	M	16
14	2MI	10.9	10.36	9.55	10.05	M	16
14	1IS	9	7.78	6.89	6.9	M	16
14	2IS	7.08	7.09	5.48	6.55	M	16
14	CS	7.68	9.01	6.12	8.44	M	16
14	1PMS	6.69	9.51	5.67	8.66	M	16
14	2PMS	6.91	9.52	5.7	9.19	M	16
14	1MS	10.53	11.6	8.1	11.05	M	16
14	2MS	10.19	10.96	8.27	10.89	M	16
15	1II	4.64	5.97	3.42	5.79	M	45
15	2II	4.75	5.99	3.9	5.73	M	45
15	CI	6.42	7.61	5.22	7.42	M	45
15	1PMI	6.23	7.2	4.79	6.59	M	45
15	2PMI	6.76	7.56	4.97	6.81	M	45
15	1MI	10.79	10.14	8.89	9.3	M	45
15	2MI	9.86	9.45	8.64	8.93	M	45
15	1IS	7.08	6.82	5.34	6.54	M	45
15	2IS	6.25	5.99	4.28	5.76	M	45
15	CS	7.44	8.32	5.94	8.16	M	45
15	1PMS	6.71	8.59	5.14	8.35	M	45
15	2PMS	6.28	8.62	5.05	8.15	M	45
15	1MS	9.55	10.79	7.58	10.54	M	45
15	2MS	8.74	10.35	7.14	10.32	M	45
16	1II	5.45	7.53	3.54	7.01	M	18
16	2II	5.68	5.15	4.1	6.18	M	18
16	CI	7.14	9.12	5.89	8.86	M	18
16	1PMI	7.27	8.18	5.39	7.48	M	18
16	2PMI	7.25	8.7	5.27	8.3	M	18
16	1MI	12.02	10.95	9.76	10.11	M	18
16	2MI	11.97	10.74	10.93	9.94	M	18
16	1IS	8.05	6.76	7.07	6.39	M	18
16	2IS	7.88	8.05	6.17	7.09	M	18
16	CS	8.04	9.97	6.26	9.77	M	18
16	1PMS	6.99	9.82	4.79	9.18	M	18
16	2PMS	6.9	8.68	4.74	7.94	M	18
16	1MS	10.54	12.28	8.29	11.85	M	18
16	2MS	11.41	12.3	9.1	11.7	M	18
17	1II	5.17	6.33	3.59	6.25	M	19
17	2II	5.92	6.35	4.25	6.49	M	19
17	CI	6.33	8.11	5.9	8.09	M	19
17	1PMI	7.05	7.99	5.13	7.3	M	19
17	2PMI	7.65	8.32	5.71	7.06	M	19
17	1MI	11.94	10.38	9.4	9.17	M	19
17	2MI	11.96	9.98	9.89	9.7	M	19
17	1IS	8.82	7.39	6.5	6.44	M	19
17	2IS	6	6.26	4.35	5.39	M	19
17	CS	7.61	8.84	6.32	8.28	M	19
17	1PMS	6.8	9.26	4.95	8.82	M	19
17	2PMS	6.28	9.62	4.98	8.93	M	19
17	1MS	10.23	11.41	7.89	11.46	M	19
17	2MS	10.55	12.23	8.15	12.12	M	19
18	1II	4.82	5.47	3.32	6	F	33
18	2II	5.59	5.89	3.82	5.66	F	33
18	CI	6.37	6.64	4.66	6.52	F	33
18	1PMI	6.42	7.36	4.43	6.49	F	33
18	2PMI	5.81	7.36	4.29	6.72	F	33
18	1MI	10.38	10.04	8.33	8.41	F	33
18	2MI	9.36	9.14	8.03	8.81	F	33
18	1IS	8.09	6.86	5.64	5.79	F	33
18	2IS	6.81	6.21	4.55	6.08	F	33
18	CS	7.5	7.61	5.23	7.14	F	33
18	1PMS	6.28	8.5	4.12	8	F	33
18	2PMS	5.71	8.16	3.92	7.4	F	33
18	1MS	9.59	10.67	6.97	10.23	F	33
18	2MS	8.27	10.08	5.99	6.93	F	33
19	1II	5.85	6.9	3.68	6.12	F	27
19	2II	6.56	6.74	4.53	6.64	F	27
19	CI	7.48	8.29	5.68	8.09	F	27
19	1PMI	7.29	8.07	5.2	6.82	F	27
19	2PMI	8.25	8.99	5.4	8.3	F	27
19	1MI	12.79	11.13	9.79	10.64	F	27
19	2MI	13.57	11.67	10.44	9.95	F	27
19	1IS	9.84	7.75	7.24	6.55	F	27
19	2IS	7.35	6.63	5.75	5.86	F	27
19	CS	8.22	9.31	5.98	8.45	F	27
19	1PMS	7.39	9.45	4.67	8.74	F	27
19	2PMS	7.24	9.99	5.08	8.71	F	27
19	1MS	NA	NA	NA	NA	F	27
19	2MS	11.21	11.95	8.19	11.85	F	27
20	1II	4.97	5.47	3.42	5.19	F	35
20	2II	6.02	5.77	3.3	5.4	F	35
20	CI	7.22	8	5.7	7.65	F	35
20	1PMI	6.47	7.3	4.82	5.92	F	35
20	2PMI	6.13	8.05	4.41	7.54	F	35
20	1MI	10.48	9.86	8.7	9.15	F	35
20	2MI	10.9	9.67	8.7	9.3	F	35
20	1IS	7.64	6.7	5.27	6.28	F	35
20	2IS	5.91	6.17	3.72	5.86	F	35
20	CS	7.11	7.72	4.75	7.3	F	35
20	1PMS	5.86	8.18	4.01	7.36	F	35
20	2PMS	5.76	8.24	4.36	7.62	F	35
20	1MS	9.94	10.42	7.24	9.72	F	35
20	2MS	8.1	10.45	7.52	9.58	F	35
21	1II	NA	NA	NA	NA	M	31
21	2II	NA	NA	NA	NA	M	31
21	CI	6.41	8.12	5.26	8.17	M	31
21	1PMI	7.33	7.61	5.16	6.9	M	31
21	2PMI	7.68	6.22	4.94	5.75	M	31
21	1MI	10.56	10.66	8.7	9.61	M	31
21	2MI	10.31	9.77	8.68	8.62	M	31
21	1IS	9.03	7.84	7.74	7.16	M	31
21	2IS	5.43	5.75	4.8	5.67	M	31
21	CS	7.77	9.17	6.25	8.85	M	31
21	1PMS	NA	NA	NA	NA	M	31
21	2PMS	7.05	9.3	6	9.14	M	31
21	1MS	NA	NA	NA	NA	M	31
21	2MS	9.36	11.5	8.35	11.82	M	31
22	1II	5.56	6.29	3.67	6.05	M	24
22	2II	6.04	6.41	3.76	6.26	M	24
22	CI	6.5	7.86	5.56	7.65	M	24
22	1PMI	6.62	7.65	5.03	7.2	M	24
22	2PMI	7.7	8.49	5.83	7.25	M	24
22	1MI	11.41	10.56	9.34	9.11	M	24
22	2MI	10.95	10.16	9.8	9.99	M	24
22	1IS	NA	NA	NA	NA	M	24
22	2IS	6.3	6.8	5.19	5.76	M	24
22	CS	7.21	8.21	5.69	8	M	24
22	1PMS	5.39	8.72	5.06	8.1	M	24
22	2PMS	6.02	9.06	5.42	8.7	M	24
22	1MS	10.54	11.45	8.82	11.46	M	24
22	2MS	10.32	11.21	8.81	11.41	M	24
23	1II	4.99	5.82	3.63	NA	M	19
23	2II	4.97	5.25	3.68	5.2	M	19
23	CI	7.16	7.49	5.12	7.28	M	19
23	1PMI	5.9	7.24	4.54	6.85	M	19
23	2PMI	5.88	7.28	4.85	6.84	M	19
23	1MI	9.8	9.94	8.68	8.36	M	19
23	2MI	8.6	8.71	7.48	7.82	M	19
23	1IS	7.95	6.69	6.67	5.74	M	19
23	2IS	6.1	5.77	4.6	5.55	M	19
23	CS	6.18	7.61	6.06	7.49	M	19
23	1PMS	6.23	8.37	4.58	7.67	M	19
23	2PMS	5.35	8.22	4.54	8.31	M	19
23	1MS	10.3	10.07	7.71	9.8	M	19
23	2MS	8.87	9.66	6.84	9.72	M	19
24	1II	5.12	6.19	3.44	6.04	M	21
24	2II	5.83	6.8	4.15	6.67	M	21
24	CI	6.54	8.42	5.77	8.33	M	21
24	1PMI	6.56	7.33	5.29	7.09	M	21
24	2PMI	7.2	8.35	4.97	7.78	M	21
24	1MI	10.96	10.51	9.29	9.36	M	21
24	2MI	10.14	9.62	9.08	9.7	M	21
24	1IS	8.25	7.06	6.48	6.67	M	21
24	2IS	6.51	6.6	4.89	5.89	M	21
24	CS	8.45	9.44	6.45	9.22	M	21
24	1PMS	6.39	8.9	4.99	8.64	M	21
24	2PMS	6.36	8.68	4.64	8.52	M	21
24	1MS	10.08	11.7	7.87	11.26	M	21
24	2MS	7.74	11.5	6.99	11.27	M	21
25	1II	5.54	6.27	4.29	5.7	F	19
25	2II	6.38	6.35	4.73	6.02	F	19
25	CI	6.67	7.35	4.86	6.98	F	19
25	1PMI	6.71	7.19	4.53	6.25	F	19
25	2PMI	6.87	8.04	4.96	7.49	F	19
25	1MI	11.91	11.09	10.55	9.69	F	19
25	2MI	10.99	10.8	9.5	9.92	F	19
25	1IS	8.55	7.21	7.09	6.54	F	19
25	2IS	7.57	6.16	6.26	5.75	F	19
25	CS	8	7.81	5.78	7.8	F	19
25	1PMS	6.62	8.67	4.58	7.91	F	19
25	2PMS	6.58	8.85	4.58	8.31	F	19
25	1MS	11	12.55	8.58	11.31	F	19
25	2MS	9.36	12.2	7.97	10.84	F	19
26	1II	4.93	5.54	3.39	5	F	19
26	2II	5.5	6.04	3.89	5.87	F	19
26	CI	6.28	6.97	4.72	6.77	F	19
26	1PMI	5.89	6.88	4.37	6.01	F	19
26	2PMI	6.44	7.48	5.27	7.09	F	19
26	1MI	10.12	9.92	8.53	9.19	F	19
26	2MI	10.78	9.6	9.29	9.14	F	19
26	1IS	7.69	7.09	5.44	6.47	F	19
26	2IS	6.54	6.07	4.64	5.34	F	19
26	CS	7.28	7.62	5.15	7.07	F	19
26	1PMS	5.98	8.3	4.51	7.64	F	19
26	2PMS	6.1	8.38	4.33	7.98	F	19
26	1MS	10.03	10.64	8.03	10.3	F	19
26	2MS	9.65	10.25	7.79	10.1	F	19
27	1II	5.07	5.54	3.51	4.99	F	12
27	2II	5.44	6.15	3.89	5.76	F	12
27	CI	6.47	NA	5.45	7.1	F	12
27	1PMI	6.54	7.27	4.57	6.65	F	12
27	2PMI	6.69	7.8	5.1	7.4	F	12
27	1MI	10.35	10.17	8.34	9.17	F	12
27	2MI	10.29	9.58	9.44	9.07	F	12
27	1IS	7.97	6.91	5.53	5.75	F	12
27	2IS	5.73	6.24	4.23	5.99	F	12
27	CS	7.52	7.75	5.12	6.77	F	12
27	1PMS	6.5	9.01	4.51	8.16	F	12
27	2PMS	6.14	8.73	4.03	7.81	F	12
27	1MS	9.9	10.72	7.58	10.2	F	12
27	2MS	9.85	10.73	7.57	10.19	F	12
28	1II	4.52	6.2	3.42	5.95	M	12
28	2II	5.41	6.34	4.25	6.23	M	12
28	CI	6.47	8.05	5.6	8.04	M	12
28	1PMI	6.69	8.45	5.43	7.48	M	12
28	2PMI	6.89	8.63	6.04	7.71	M	12
28	1MI	10.69	10.59	9.6	10.3	M	12
28	2MI	11.29	10.52	9.6	10.25	M	12
28	1IS	7.19	7.62	6.34	6.69	M	12
28	2IS	5.96	7.06	4.33	7.44	M	12
28	CS	6.57	8.12	5.32	7.86	M	12
28	1PMS	6.67	9.36	5.59	8.75	M	12
28	2PMS	6.2	9.29	4.9	9.01	M	12
28	1MS	10.2	11.85	9.1	11.66	M	12
28	2MS	10.28	12.57	9.2	12.65	M	12
29	1II	NA	NA	NA	NA	F	17
29	2II	4.92	5.77	3.25	5.25	F	17
29	CI	6.24	6.75	4.67	6.69	F	17
29	1PMI	7.1	7.16	4.78	6.24	F	17
29	2PMI	7.69	8.12	5.02	6.5	F	17
29	1MI	11.07	10.06	8.53	8.03	F	17
29	2MI	11.88	10.64	NA	NA	F	17
29	1IS	8.01	6.9	5.65	5.77	F	17
29	2IS	5.92	5.77	3.99	5.75	F	17
29	CS	7.19	7.98	4.99	6.98	F	17
29	1PMS	7.03	8.84	4.97	7.51	F	17
29	2PMS	6.78	8.68	4.76	7.39	F	17
29	1MS	9.59	10.81	6.83	10.4	F	17
29	2MS	9.84	11.01	6.99	10.32	F	17
30	1II	5.02	5.84	3.44	5.35	M	32
30	2II	5.56	6.15	4.07	5.94	M	32
30	CI	7.2	7.85	6.59	7.66	M	32
30	1PMI	6.58	7.77	5.06	6.99	M	32
30	2PMI	7.36	8.91	5.17	8.18	M	32
30	1MI	11.4	10.81	10.2	9.53	M	32
30	2MI	11.14	10.74	9.36	10.12	M	32
30	1IS	8.54	7.56	6.37	6.54	M	32
30	2IS	6.85	6.67	5.3	6.1	M	32
30	CS	8.35	9.07	6.68	8.49	M	32
30	1PMS	6.7	9.17	5.42	8.41	M	32
30	2PMS	6.69	9.43	5.05	8.98	M	32
30	1MS	10.26	11.71	8.06	11.79	M	32
30	2MS	10.18	12.42	8.32	12.67	M	32
31	1II	5.38	5.48	3.07	5.35	F	16
31	2II	6.24	6.18	3.68	5.84	F	16
31	CI	6.55	7.29	4.69	6.28	F	16
31	1PMI	6.69	7.49	4.78	6.36	F	16
31	2PMI	7.24	7.69	5.08	6.77	F	16
31	1MI	10.91	10.33	8.5	8.61	F	16
31	2MI	9.94	9.16	8.67	9.39	F	16
31	1IS	8.92	7.59	6.39	6.25	F	16
31	2IS	7.54	6.25	4.67	6.23	F	16
31	CS	7.71	8.34	5.1	7.42	F	16
31	1PMS	7.12	8.77	4.94	8.12	F	16
31	2PMS	7.22	9.12	4.62	7.45	F	16
31	1MS	10.14	10.88	7.69	10.65	F	16
31	2MS	8.7	10.21	7.28	10.47	F	16
32	1II	5.19	5.3	3.29	5.02	M	16
32	2II	5.6	5.83	3.4	5.79	M	16
32	CI	7.2	7.09	5.31	7	M	16
32	1PMI	6.4	7.13	4.14	5.96	M	16
32	2PMI	6.51	7.34	4.58	6.69	M	16
32	1MI	10.53	9.23	7.67	8.51	M	16
32	2MI	10.01	8.89	7.9	7.97	M	16
32	1IS	7.12	6.12	5.56	5.73	M	16
32	2IS	6.18	5.88	4.5	5.75	M	16
32	CS	6.28	6.95	4.55	6.76	M	16
32	1PMS	6.5	8.6	4.4	7.64	M	16
32	2PMS	6.05	8.64	4.13	7.94	M	16
32	1MS	9.35	10.2	8.09	9.6	M	16
32	2MS	8.54	9.42	6.84	8.95	M	16
33	1II	5.42	5.82	4.03	5.67	M	28
33	2II	5.9	6.79	3.92	6.6	M	28
33	CI	6.78	7.83	5.4	7.8	M	28
33	1PMI	6.59	7.85	4.73	6.88	M	28
33	2PMI	6.77	8.83	5.43	8.32	M	28
33	1MI	10.68	9.99	9.38	8.51	M	28
33	2MI	10.5	10.16	9.73	9.46	M	28
33	1IS	8.31	7.18	7.21	6.7	M	28
33	2IS	6.6	5.98	5.15	5.6	M	28
33	CS	7.54	8.53	6.28	8.09	M	28
33	1PMS	6.46	8.84	4.68	8.18	M	28
33	2PMS	6.38	9.58	5.07	8.79	M	28
33	1MS	9.95	10.99	7.92	10.49	M	28
33	2MS	8.69	11.37	8.1	11.07	M	28
34	1II	5.59	5.89	3.12	4.63	F	27
34	2II	6.25	6.42	3.49	6.06	F	27
34	CI	6.46	7.83	5.35	7.69	F	27
34	1PMI	6.69	7.91	5.21	7.29	F	27
34	2PMI	6.75	8.31	5.09	7.38	F	27
34	1MI	11.39	10.51	9.38	9.39	F	27
34	2MI	11.04	10.34	9.7	9.9	F	27
34	1IS	9.25	7.41	7.05	6.38	F	27
34	2IS	6.45	6.33	4.84	5.28	F	27
34	CS	7.63	7.75	5.64	7.8	F	27
34	1PMS	6.58	8.86	5.22	7.88	F	27
34	2PMS	6.49	9.52	4.73	9.25	F	27
34	1MS	9.75	11.52	7.65	10.9	F	27
34	2MS	9.8	10.89	7.87	12.1	F	27
35	1II	4.87	5.44	3.58	5.41	M	14
35	2II	5.16	5.99	3.88	5.9	M	14
35	CI	6.29	7.06	5.5	7.16	M	14
35	1PMI	6.3	6.58	4.61	6.08	M	14
35	2PMI	6.38	7.94	4.9	6.99	M	14
35	1MI	10.31	9.51	8.16	9.08	M	14
35	2MI	9.56	9.35	9.31	9.41	M	14
35	1IS	7.74	6.85	6.2	6.23	M	14
35	2IS	6.11	6.05	5.1	5.64	M	14
35	CS	6.98	7.75	5.27	7.48	M	14
35	1PMS	6.2	8.55	4.83	7.6	M	14
35	2PMS	5.85	9.14	4.3	8.53	M	14
35	1MS	9.28	11.13	7.47	10.78	M	14
35	2MS	9.13	10.5	7.88	10.64	M	14
36	1II	5.6	6.06	3.83	5.62	M	23
36	2II	6.26	6.7	4.47	6.59	M	23
36	CI	6.76	8.1	5.86	8.08	M	23
36	1PMI	6.7	7.76	5.27	6.89	M	23
36	2PMI	7.26	8.21	5.39	7.27	M	23
36	1MI	11.46	10.25	9.94	9.64	M	23
36	2MI	11.66	10.36	9.51	9.69	M	23
36	1IS	8.93	7.65	7.4	6.85	M	23
36	2IS	7.59	6.39	6.26	6	M	23
36	CS	7.55	6.75	5.86	8.95	M	23
36	1PMS	7.22	9.32	5.11	8.77	M	23
36	2PMS	6.87	9.86	4.85	9.58	M	23
36	1MS	10.96	11.75	11.24	11.2	M	23
36	2MS	10.06	11.36	8.69	10.01	M	23
37	1II	5.1	5.68	3.02	5.29	M	12
37	2II	5.69	5.92	3.75	5.9	M	12
37	CI	6.59	7.86	6	7.69	M	12
37	1PMI	6.32	7.12	4.52	6.79	M	12
37	2PMI	6.26	7.07	4.44	6.53	M	12
37	1MI	11.35	9.89	10.28	9.44	M	12
37	2MI	10.51	9.29	9.74	9.12	M	12
37	1IS	8.5	7.02	6.42	6.21	M	12
37	2IS	6.11	6.6	3.92	6.15	M	12
37	CS	7.5	7.79	6.13	7.75	M	12
37	1PMS	6.42	8.66	5.33	7.94	M	12
37	2PMS	5.81	8.35	5.81	8.16	M	12
37	1MS	9.8	10.61	8.16	10.57	M	12
37	2MS	10	10.94	9.31	10.96	M	12
38	1II	5	6.19	3.44	5.57	M	29
38	2II	5.52	6.15	3.88	5.77	M	29
38	CI	6.36	7.78	5.73	7.29	M	29
38	1PMI	6.93	7.45	4.85	6.66	M	29
38	2PMI	7.14	8.02	5.09	7.04	M	29
38	1MI	10.47	10.42	8.95	9.85	M	29
38	2MI	10.85	10.42	10.11	9.5	M	29
38	1IS	7.99	7.61	6.03	6.41	M	29
38	2IS	5.65	6.26	4.52	5.53	M	29
38	CS	7.49	8.14	5.89	7	M	29
38	1PMS	6.78	8.87	4.81	8.01	M	29
38	2PMS	6.81	9.23	4.87	8.4	M	29
38	1MS	9.92	11.5	8.25	10.95	M	29
38	2MS	9.3	12.11	6.67	11.84	M	29
39	1II	5.34	5.47	3.42	5.41	M	27
39	2II	5.65	5.66	3.63	5.62	M	27
39	CI	6.37	7.31	5.13	6.82	M	27
39	1PMI	6.55	7.3	4.55	6.41	M	27
39	2PMI	7.4	8.12	5.02	7.3	M	27
39	1MI	11.1	10.97	9.21	9.65	M	27
39	2MI	11	10.2	9.07	9.31	M	27
39	1IS	7.79	6.66	6.97	6.34	M	27
39	2IS	6.28	5.9	4.4	5.68	M	27
39	CS	7.31	7.58	6.08	7.31	M	27
